tick,last,bid,mid,ask,bid_vwap,ask_vwap,LOB_imbalance,LOB_mass_imbalance,vol,time_factor,vol_spread,trend,trend_confidence,gtrend,gtrend_confidence,position,current_bid,position_vwap,current_ask
10,22.07,22.04,22.07,22.1,22.04,22.1,0.0,0.0,0.00939573036250801,0,0,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,0,0.0,0
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.037403637213597,22.10165252751042,0.00020803119279142197,-0.32597972010443155,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.101675150640908,0.0002080105867483389,-0.3257492367198272,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.06,22.08,22.1,22.03738111696281,22.10209786223278,-0.0003098742979565127,-0.3170898152989647,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.07,22.09,22.1,22.037412743357926,22.10209786223278,0.00017514746525994557,-0.62594604622472,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.07,22.09,22.1,22.037412743357926,22.10209786223278,0.00017514746525994557,-0.62594604622472,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.07,22.09,22.1,22.037412743357926,22.10209786223278,0.00017514746525994557,-0.62594604622472,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.07,22.09,22.1,22.037412743357926,22.10209786223278,0.00017514746525994557,-0.62594604622472,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
10,22.07,22.07,22.09,22.1,22.037412743357926,22.10209786223278,0.00017514746525994557,-0.62594604622472,0.00939573036250801,0.328692707339407,0.26,0.010987133953928486,3.69780742216491,0.010987133953928486,3.69780742216491,0.0,21.81,0.0,22.33
11,22.07,22.04,22.07,22.1,22.039977002299768,22.10002299770023,0.0,-5.91665381697246e-14,0.009510299678882433,0.328692707339407,0.26,0.009893917571456483,3.450329794318729,0.009893917571456483,3.450329794318729,0.0,21.81,0.0,22.33
11,22.07,22.04,22.07,22.1,22.039977002299768,22.10002299770023,0.0,-5.91665381697246e-14,0.009510299678882433,0.328692707339407,0.26,0.009893917571456483,3.450329794318729,0.009893917571456483,3.450329794318729,0.0,21.81,0.0,22.33
11,22.04,22.07,22.09,22.1,22.037989817844167,22.101778723454885,-0.0002618263179087218,-0.6306968008899054,0.00967511421323287,0.328692707339407,0.26,0.009759474990591849,3.345465337274961,0.009759474990591849,3.345465337274961,0.0,21.81,0.0,22.33
11,22.04,22.07,22.09,22.1,22.037989817844167,22.101778723454885,-0.0002618263179087218,-0.6306968008899054,0.00967511421323287,0.328692707339407,0.26,0.009759474990591849,3.345465337274961,0.009759474990591849,3.345465337274961,0.0,21.81,0.0,22.33
11,22.04,22.07,22.09,22.1,22.037989817844167,22.101778723454885,-0.0002618263179087218,-0.6306968008899054,0.00967511421323287,0.328692707339407,0.26,0.009759474990591849,3.345465337274961,0.009759474990591849,3.345465337274961,0.0,21.81,0.0,22.33
