tick,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl,pnl_threshold,realized
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
10,20.08,20.05,20.08,20.11,20.05,20.08,20.11,0.0,0.0,0,0,0.0
