tick,last,bid,pmid,ask,best_bid,mid,best_ask,bid_vwap,ask_vwap,LOB_imbalance,LOB_mass_imbalance,vol,time_factor,vol_spread,gtrend,gtrend_confidence,position,current_bid,position_vwap,current_ask
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.9,19.87,19.9,19.93,19.87,19.9,19.93,19.86999500249875,19.93001499250375,0.0,0.00016652789350745197,0.0016411343124732992,0.6330771318069562,0.05,-0.00015132358679191083,-0.45171845020918117,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.93200074126487,0.0008099779781048495,-0.3135567572178219,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0016975648917134242,0.6330771318069562,0.05,-8.573362380705831e-05,-0.24741732331888097,0.0,19.86,0.0,19.96
24,19.93,19.9,19.91,19.92,19.9,19.91,19.92,19.867900055603812,19.931998364819464,0.00021573393079097163,-0.3136054573467016,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.86,19.88,19.9,19.86,19.88,19.9,19.8400099950025,19.900029985007496,0.0,-0.332556203163987,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902088157410375,0.0006754090773793337,-0.46932780663336865,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017645471025729963,0.6330771318069562,0.05,-0.00020761363942800771,-0.588291118773839,0.0,19.86,0.0,19.96
25,19.87,19.88,19.88,19.89,19.88,19.885,19.89,19.837686224827607,19.902497167701714,0.0001858195928969472,-0.4600551411294794,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.830014992503745,19.890034982508748,0.0,-0.4990008326394289,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828452470340896,19.892583465740117,0.0006890953868178128,-0.4516390824543376,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
26,19.86,19.86,19.88,19.89,19.86,19.875,19.89,19.828485163113957,19.892583465740117,0.0012075146542081193,-0.4513593958121266,0.0017283966076623136,0.6330771318069562,0.05,-0.00021944587501120742,-0.6473965282147651,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
27,19.85,19.86,19.87,19.88,19.86,19.87,19.88,19.820019990004997,19.880039980009997,0.0,-0.6654454621148903,0.0016943832855517429,0.6330771318069562,0.05,-0.00023037762089176165,-0.7064968026774214,0.0,19.86,0.0,19.96
