tick,last,bid,pmid,ask,best_bid,mid,best_ask,bid_vwap,ask_vwap,LOB_imbalance,LOB_mass_imbalance,vol,time_factor,vol_spread,gtrend,gtrend_confidence,position,current_bid,position_vwap,current_ask
121,19.98,19.95,19.98,20.01,19.95,19.98,20.01,19.949935032483758,20.01,0.00024993751562109475,-0.0010816207671108843,0.0017308996864981007,0,0,-8.337502779861191e-06,-0.05298542867674784,-25000.0,0,19.92,0
122,19.98,19.95,19.98,20.01,19.95,19.98,20.01,19.95,20.01013194722111,-0.0001999600079984003,0.002194294833408772,0.001723672683015941,0.6693678360725809,0.06,-8.268597798209446e-06,-0.05298545417058932,0.0,19.97,0.0,20.34
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98239927724753,-0.0007052597739805633,0.6185591359094126,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
124,19.95,19.92,19.93,19.94,19.92,19.93,19.94,19.917651223148056,19.98240497021115,-0.0007546796567839568,0.6185926710955671,0.0017195845526267644,0.6628794748779356,0.06,-2.035065217982465e-05,-0.13178479887172356,0.0,19.92,0.0,20.04
