tick,n_open_orders,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
160,0,20.42,20.4,20.41,20.43,19.88,20.41,20.94,0.0,0.0,0.0,0.0
160,0,20.42,20.4,20.41,20.43,19.88,20.41,20.94,0.0,0.0,0.0,0.0
160,0,20.42,20.4,20.41,20.43,19.88,20.41,20.94,0.0,0.0,0.0,0.0
160,0,20.42,20.4,20.41,20.43,19.88,20.41,20.94,0.0,0.0,0.0,0.0
161,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
161,0,20.39,20.36,20.38,20.39,19.85,20.38,20.91,0.0,0.0,0.0,0.0
162,0,20.42,20.39,20.42,20.45,19.89,20.42,20.95,0.0,0.0,0.0,0.0
162,0,20.42,20.44,20.45,20.45,19.92,20.45,20.98,0.0,0.0,0.0,0.0
162,0,20.42,20.44,20.45,20.45,19.92,20.45,20.98,0.0,0.0,0.0,0.0
163,0,20.48,20.46,20.48,20.49,19.95,20.48,21.01,0.0,0.0,0.0,0.0
163,0,20.51,20.46,20.48,20.51,19.95,20.48,21.01,0.0,0.0,0.0,0.0
164,0,20.48,20.45,20.48,20.51,19.95,20.48,21.01,0.0,0.0,0.0,0.0
164,0,20.48,20.45,20.46,20.48,19.93,20.46,20.99,0.0,0.0,0.0,0.0
164,0,20.49,20.45,20.47,20.49,19.94,20.47,21.0,0.0,0.0,0.0,0.0
165,0,20.46,20.43,20.46,20.49,19.93,20.46,20.99,0.0,0.0,0.0,0.0
165,0,20.49,20.44,20.46,20.49,19.93,20.46,20.99,0.0,0.0,0.0,0.0
166,0,20.45,20.42,20.45,20.48,19.92,20.45,20.98,0.0,0.0,0.0,0.0
166,0,20.45,20.42,20.45,20.48,19.92,20.45,20.98,0.0,0.0,0.0,0.0
166,0,20.42,20.42,20.43,20.44,19.9,20.43,20.96,0.0,0.0,0.0,0.0
167,0,20.4,20.37,20.4,20.43,19.87,20.4,20.93,0.0,0.0,0.0,0.0
167,0,20.37,20.37,20.38,20.4,19.85,20.38,20.91,0.0,0.0,0.0,0.0
168,0,20.37,20.34,20.37,20.4,19.85,20.37,20.89,0.0,0.0,0.0,0.0
168,0,20.37,20.34,20.35,20.36,19.83,20.35,20.87,0.0,0.0,0.0,0.0
168,0,20.37,20.34,20.35,20.36,19.83,20.35,20.87,0.0,0.0,0.0,0.0
169,0,20.36,20.33,20.36,20.39,19.84,20.36,20.88,0.0,0.0,0.0,0.0
169,0,20.36,20.38,20.38,20.39,19.86,20.38,20.9,0.0,0.0,0.0,0.0
170,0,20.36,20.33,20.36,20.39,19.84,20.36,20.88,0.0,0.0,0.0,0.0
170,0,20.36,20.33,20.36,20.39,19.84,20.36,20.88,0.0,0.0,0.0,0.0
170,0,20.39,20.35,20.37,20.39,19.85,20.37,20.89,0.0,0.0,0.0,0.0
171,0,20.26,20.23,20.26,20.29,19.73,20.26,20.79,0.0,0.0,0.0,0.0
171,0,20.26,20.27,20.28,20.29,19.75,20.28,20.81,0.0,0.0,0.0,0.0
172,0,20.24,20.21,20.24,20.27,19.72,20.24,20.76,0.0,0.0,0.0,0.0
172,0,20.24,20.26,20.27,20.27,19.74,20.27,20.8,0.0,0.0,0.0,0.0
172,0,20.26,20.26,20.27,20.27,19.74,20.27,20.8,0.0,0.0,0.0,0.0
173,0,20.21,20.18,20.21,20.24,19.69,20.21,20.73,0.0,0.0,0.0,0.0
173,0,20.21,20.19,20.2,20.22,19.68,20.2,20.72,0.0,0.0,0.0,0.0
174,0,20.2,20.17,20.2,20.23,19.68,20.2,20.72,0.0,0.0,0.0,0.0
174,0,20.2,20.17,20.2,20.23,19.68,20.2,20.72,0.0,0.0,0.0,0.0
