tick,n_open_orders,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
tick,n_open_orders,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
52,0,19.96,19.93,19.94,19.95,19.82,19.94,19.97,5000.0,20.18,-0.23999999999999844,25.0
52,0,19.96,19.93,19.94,19.95,19.82,19.94,19.97,5000.0,20.18,-0.23999999999999844,25.0
52,0,19.96,19.93,19.94,19.95,19.82,19.94,19.97,5000.0,20.18,-0.23999999999999844,25.0
52,0,19.96,19.93,19.94,19.95,19.82,19.94,19.97,5000.0,20.18,-0.23999999999999844,25.0
52,0,19.96,19.93,19.94,19.95,19.82,19.94,19.97,5000.0,20.18,-0.23999999999999844,25.0
53,0,20.0,19.94,19.97,20.0,19.85,19.97,20.0,5000.0,20.18,-0.21000000000000085,25.0
53,0,20.0,19.98,19.99,20.0,19.87,19.99,20.02,5000.0,20.18,-0.19000000000000128,25.0
54,0,19.98,19.95,19.98,20.01,19.86,19.98,20.01,5000.0,20.18,-0.1999999999999993,25.0
54,0,19.98,19.95,19.97,19.99,19.85,19.97,20.0,5000.0,20.18,-0.21000000000000085,25.0
54,0,19.98,19.95,19.97,19.99,19.85,19.97,20.0,5000.0,20.18,-0.21000000000000085,25.0
55,0,19.98,19.95,19.98,20.01,19.86,19.98,20.01,5000.0,20.18,-0.1999999999999993,25.0
55,0,19.98,19.96,19.98,20.01,19.86,19.98,20.01,5000.0,20.18,-0.1999999999999993,25.0
56,0,19.97,19.94,19.97,20.0,19.87,19.97,19.99,5000.0,20.18,-0.21000000000000085,25.0
56,0,19.97,19.94,19.95,19.97,19.85,19.95,19.98,5000.0,20.18,-0.23000000000000043,25.0
56,0,19.97,19.94,19.95,19.97,19.85,19.95,19.98,5000.0,20.18,-0.23000000000000043,25.0
57,0,20.08,20.05,20.08,20.11,19.96,20.08,20.11,5000.0,20.18,-0.10000000000000142,25.0
57,0,20.11,20.07,20.08,20.09,20.02,20.08,20.14,0.0,0.0,0.0,-675.0
58,0,20.13,20.1,20.13,20.16,20.07,20.13,20.19,0.0,0.0,0.0,-675.0
58,0,20.1,20.1,20.12,20.13,20.06,20.12,20.18,0.0,0.0,0.0,-675.0
58,0,20.13,20.1,20.12,20.13,20.06,20.12,20.18,0.0,0.0,0.0,-675.0
59,0,20.1,20.07,20.09,20.1,20.03,20.09,20.15,0.0,0.0,0.0,-675.0
59,0,20.1,20.07,20.09,20.1,20.03,20.09,20.15,0.0,0.0,0.0,-675.0
60,0,20.08,20.05,20.08,20.11,20.02,20.08,20.14,0.0,0.0,0.0,-675.0
