tick,n_transacted,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.08,20.05,20.08,20.11,20.03,20.08,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
11,0,20.07,20.06,20.06,20.07,20.03,20.06,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.12,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.09,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
12,0,20.11,20.06,20.09,20.11,20.03,20.09,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.12,20.09,20.11,20.13,20.03,20.11,20.13,0.0,0.0,0.0
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.15,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
13,0,20.15,20.09,20.12,20.14,20.03,20.12,20.13,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,1,20.12,20.09,20.12,20.15,20.09,20.12,20.22,-5000.0,20.13,0.00999999999999801
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.13,20.15,20.08,20.13,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.15,20.11,20.12,20.12,20.08,20.12,20.18,0.0,0.0,0.0
14,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.08,20.09,20.11,20.08,20.09,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.08,20.1,20.11,20.11,20.08,20.11,20.18,0.0,0.0,0.0
15,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.07,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
16,2,20.1,20.08,20.09,20.1,20.08,20.09,20.18,0.0,0.0,0.0
