tick,n_open_orders,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
135,0,20.44,20.41,20.44,20.47,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.44,20.41,20.44,20.47,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.44,20.41,20.44,20.47,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.44,20.41,20.44,20.47,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.45,20.47,19.86,20.45,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
135,0,20.41,20.43,20.44,20.45,19.86,20.44,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.43,20.46,19.86,20.43,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.43,20.4,20.41,20.42,19.86,20.41,20.92,0.0,0.0,0.0,0.0
136,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.39,20.42,19.86,20.39,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.4,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.39,20.36,20.38,20.39,19.86,20.38,20.92,0.0,0.0,0.0,0.0
137,0,20.36,20.33,20.36,20.39,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
138,0,20.33,20.35,20.36,20.37,19.86,20.36,20.92,0.0,0.0,0.0,0.0
tick,n_open_orders,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl_per_share,realized
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
143,0,20.42,20.39,20.41,20.42,0,20.41,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.42,20.45,20.48,0,20.45,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.45,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
144,0,20.48,20.47,20.48,20.48,0,20.48,0,0.0,0.0,0.0,0.0
