tick,last,bid,mid,ask,current_bid,mid,current_ask,position,position_vwap,pnl,pnl_threshold,realized
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
208,12.54,12.51,12.52,12.54,12.36,12.52,12.68,0.0,0.0,0,0,0.0
209,13.15,13.12,13.15,13.18,12.36,13.15,12.68,-5000.0,12.68,-0.47,-0.08,25.0
209,13.15,13.12,13.15,13.18,12.36,13.15,12.68,-5000.0,12.68,-0.47,-0.08,25.0
209,13.15,13.12,13.15,13.18,12.36,13.15,12.68,-5000.0,12.68,-0.47,-0.08,25.0
209,13.15,13.12,13.15,13.18,12.36,13.15,12.68,-5000.0,12.68,-0.47,-0.08,25.0
209,13.15,13.12,13.15,13.18,12.36,13.15,12.68,-5000.0,12.68,-0.47,-0.08,25.0
209,13.18,13.12,13.15,13.18,12.36,13.15,12.68,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.12,13.15,13.18,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.18,13.14,13.15,13.16,12.99,13.15,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.12,13.12,13.14,13.16,12.99,13.14,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.12,13.12,13.14,13.16,12.99,13.14,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.12,13.12,13.14,13.16,12.99,13.14,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.12,13.12,13.14,13.16,12.99,13.14,13.31,0.0,0.0,-0.47,-0.08,-2525.0
209,13.12,13.12,13.14,13.16,12.99,13.14,13.31,0.0,0.0,-0.47,-0.08,-2525.0
