id,period,tick,price,quantity
1,1,4,20.04,41000.0
2,1,4,20.04,49400.0
3,1,6,19.67,49300.0
4,1,7,19.65,52100.0
6,1,8,19.6,46000.0
5,1,8,19.64,58800.0
7,1,8,19.6,12200.0
8,1,10,20.2,57800.0
9,1,11,19.74,55500.0
10,1,12,19.82,5000.0
11,1,12,19.82,5000.0
12,1,12,19.82,5000.0
13,1,12,19.82,5000.0
14,1,12,19.82,5000.0
15,1,12,19.96,56400.0
16,1,13,19.88,47100.0
17,1,13,19.84,58900.0
18,1,14,20.34,41000.0
19,1,14,20.36,7300.0
20,1,15,20.61,45100.0
21,1,15,20.61,1300.0
22,1,16,20.26,55700.0
24,1,17,20.3,10400.0
23,1,17,20.33,48000.0
25,1,19,20.2,44900.0
26,1,20,20.29,43800.0
27,1,21,20.14,48000.0
28,1,24,20.34,48900.0
29,1,24,20.34,8300.0
30,1,25,20.38,5000.0
31,1,25,20.38,5000.0
32,1,25,20.38,5000.0
33,1,25,20.38,5000.0
34,1,25,20.38,5000.0
35,1,25,20.37,28100.0
36,1,25,20.43,47500.0
37,1,25,20.4,41900.0
38,1,25,20.39,5600.0
40,1,26,20.35,50600.0
39,1,26,20.34,51900.0
41,1,27,19.73,5000.0
42,1,27,19.67,50700.0
43,1,27,19.71,44300.0
44,1,29,19.56,5000.0
45,1,29,19.55,46500.0
46,1,30,19.58,5000.0
47,1,30,19.76,60000.0
48,1,31,19.75,5000.0
49,1,31,19.78,5000.0
50,1,31,19.78,5000.0
51,1,31,19.78,5000.0
52,1,31,19.78,5000.0
53,1,31,19.78,5000.0
54,1,31,19.92,54200.0
56,1,32,20.38,58700.0
55,1,32,19.95,5000.0
57,1,34,20.5,5000.0
58,1,34,20.55,42600.0
59,1,35,20.51,5000.0
60,1,36,20.24,5000.0
61,1,36,20.23,34900.0
62,1,37,20.24,5000.0
63,1,38,20.04,5000.0
64,1,38,19.94,5000.0
65,1,38,19.94,36400.0
66,1,38,19.93,9900.0
67,1,39,20.09,60800.0
68,1,39,20.09,5000.0
69,1,39,20.09,43800.0
75,1,40,19.73,5000.0
74,1,40,19.73,5000.0
77,1,40,19.73,5000.0
72,1,40,19.77,59400.0
73,1,40,19.73,5000.0
70,1,40,20.08,5000.0
76,1,40,19.73,5000.0
71,1,40,19.77,52900.0
78,1,41,19.69,5000.0
79,1,41,19.66,57500.0
80,1,42,19.6,5000.0
81,1,43,19.31,50200.0
82,1,43,19.33,5000.0
83,1,43,19.34,45900.0
84,1,43,19.33,15400.0
85,1,44,19.29,5000.0
86,1,44,19.29,5000.0
87,1,44,19.29,5000.0
88,1,44,19.29,5000.0
89,1,44,19.29,5000.0
90,1,44,19.29,5000.0
91,1,44,19.27,51100.0
95,1,45,19.34,50100.0
94,1,45,19.34,400.0
92,1,45,19.27,5000.0
93,1,45,19.35,51100.0
96,1,46,19.3,5000.0
97,1,46,18.95,57100.0
98,1,47,18.94,51800.0
99,1,48,18.85,5000.0
100,1,48,18.62,60500.0
101,1,49,18.66,5000.0
102,1,49,18.73,50800.0
103,1,49,18.73,60700.0
104,1,50,18.77,5000.0
105,1,51,18.96,45900.0
106,1,52,18.9,5000.0
107,1,52,18.9,42400.0
108,1,53,18.75,55500.0
110,1,54,18.84,56100.0
109,1,54,18.82,5000.0
111,1,55,18.85,5000.0
112,1,55,19.0,49500.0
113,1,55,19.04,58200.0
114,1,56,19.05,5000.0
115,1,56,19.31,44100.0
116,1,56,19.33,5000.0
117,1,56,19.33,2600.0
118,1,57,19.26,5000.0
119,1,57,19.0,57900.0
120,1,57,19.04,5000.0
121,1,57,19.04,5000.0
122,1,57,19.04,5000.0
123,1,57,19.05,39900.0
124,1,58,18.97,5000.0
125,1,58,18.95,5000.0
128,1,59,19.23,54000.0
126,1,59,18.93,5000.0
127,1,59,18.94,5000.0
129,1,60,19.24,52100.0
130,1,61,19.22,5000.0
131,1,61,19.22,5000.0
132,1,61,19.22,5000.0
133,1,61,19.22,5000.0
134,1,61,19.22,5000.0
137,1,62,18.99,44800.0
135,1,62,19.06,5000.0
136,1,62,19.04,61100.0
138,1,63,19.06,5000.0
139,1,63,19.12,52500.0
140,1,63,19.09,50700.0
141,1,63,19.09,1700.0
142,1,63,19.12,53600.0
143,1,64,19.15,5000.0
144,1,64,19.2,52600.0
147,1,65,19.06,62700.0
146,1,65,19.06,53200.0
145,1,65,19.12,5000.0
150,1,66,19.06,10700.0
148,1,66,19.03,44800.0
149,1,66,19.04,50600.0
157,1,67,19.29,23400.0
156,1,67,19.28,5000.0
155,1,67,19.28,5000.0
151,1,67,19.23,5000.0
153,1,67,19.28,5000.0
154,1,67,19.28,5000.0
152,1,67,19.28,5000.0
158,1,68,19.2,5000.0
159,1,69,19.19,5000.0
160,1,69,19.33,45100.0
161,1,70,19.25,42000.0
162,1,70,19.27,46900.0
163,1,70,19.26,6200.0
164,1,71,19.32,5000.0
165,1,71,19.45,42300.0
166,1,71,19.46,16300.0
169,1,72,19.53,54100.0
167,1,72,19.47,5000.0
168,1,72,19.5,5000.0
170,1,73,19.48,50900.0
171,1,74,19.61,5000.0
172,1,74,19.87,40900.0
173,1,75,19.82,5000.0
174,1,75,19.82,43800.0
175,1,75,19.81,5000.0
176,1,75,19.81,5000.0
177,1,75,19.81,5000.0
178,1,75,19.81,5000.0
179,1,75,19.81,5000.0
180,1,75,19.81,28400.0
181,1,76,19.78,5000.0
184,1,77,19.62,59900.0
182,1,77,19.62,5000.0
183,1,77,19.62,53400.0
185,1,78,19.57,5000.0
186,1,79,19.56,5000.0
187,1,79,19.72,43300.0
188,1,80,19.68,5000.0
189,1,80,19.51,43900.0
190,1,80,19.5,200.0
191,1,81,19.45,5000.0
192,1,81,19.39,5000.0
193,1,81,19.36,52800.0
194,1,82,19.4,5000.0
195,1,82,19.44,50000.0
196,1,82,19.43,7900.0
197,1,84,19.48,5000.0
198,1,85,19.48,43800.0
200,1,86,19.34,42300.0
199,1,86,19.4,5000.0
201,1,87,19.22,59900.0
202,1,87,19.28,52800.0
208,1,88,19.29,5000.0
207,1,88,19.29,5000.0
209,1,88,19.32,5000.0
205,1,88,19.29,5000.0
204,1,88,19.29,5000.0
203,1,88,19.28,57700.0
206,1,88,19.29,5000.0
210,1,89,19.18,5000.0
211,1,89,19.18,55700.0
212,1,90,19.25,58600.0
213,1,90,19.25,55800.0
214,1,91,19.15,54100.0
221,1,92,19.27,47900.0
220,1,92,19.23,5000.0
219,1,92,19.23,5000.0
217,1,92,19.23,5000.0
216,1,92,19.23,5000.0
215,1,92,19.22,5000.0
218,1,92,19.23,5000.0
222,1,93,19.31,59200.0
223,1,93,19.29,45200.0
224,1,93,19.31,16400.0
225,1,93,19.31,51500.0
226,1,94,19.32,5000.0
227,1,94,19.4,46400.0
228,1,95,19.44,5000.0
229,1,95,19.92,40600.0
230,1,95,19.92,8600.0
231,1,96,19.86,5000.0
