tick,avg_trade_volume,total_volume
4,45200.0,90400.0
6,49300.0,49300.0
7,52100.0,52100.0
8,39000.0,117000.0
10,57800.0,57800.0
11,55500.0,55500.0
12,13566.666666666666,81400.0
13,53000.0,106000.0
14,24150.0,48300.0
15,23200.0,46400.0
16,55700.0,55700.0
17,29200.0,58400.0
19,44900.0,44900.0
20,43800.0,43800.0
21,48000.0,48000.0
24,28600.0,57200.0
25,16455.555555555555,148100.0
26,51250.0,102500.0
27,33333.333333333336,100000.0
29,25750.0,51500.0
30,32500.0,65000.0
31,12028.57142857143,84200.0
32,31850.0,63700.0
34,23800.0,47600.0
35,5000.0,5000.0
36,19950.0,39900.0
37,5000.0,5000.0
38,14075.0,56300.0
39,36533.333333333336,109600.0
40,17787.5,142300.0
41,31250.0,62500.0
42,5000.0,5000.0
43,29125.0,116500.0
44,11585.714285714286,81100.0
45,26650.0,106600.0
46,31050.0,62100.0
47,51800.0,51800.0
48,32750.0,65500.0
49,38833.333333333336,116500.0
50,5000.0,5000.0
51,45900.0,45900.0
52,23700.0,47400.0
53,55500.0,55500.0
54,30550.0,61100.0
55,37566.666666666664,112700.0
56,14175.0,56700.0
57,19633.333333333332,117800.0
58,5000.0,10000.0
59,21333.333333333332,64000.0
60,52100.0,52100.0
61,5000.0,25000.0
62,36966.666666666664,110900.0
63,32700.0,163500.0
64,28800.0,57600.0
65,40300.0,120900.0
66,35366.666666666664,106100.0
67,7628.571428571428,53400.0
68,5000.0,5000.0
69,25050.0,50100.0
70,31700.0,95100.0
71,21200.0,63600.0
72,21366.666666666668,64100.0
73,50900.0,50900.0
74,22950.0,45900.0
75,12775.0,102200.0
76,5000.0,5000.0
77,39433.333333333336,118300.0
78,5000.0,5000.0
79,24150.0,48300.0
80,16366.666666666666,49100.0
81,20933.333333333332,62800.0
82,20966.666666666668,62900.0
84,5000.0,5000.0
85,43800.0,43800.0
86,23650.0,47300.0
87,56350.0,112700.0
88,12528.57142857143,87700.0
89,30350.0,60700.0
90,57200.0,114400.0
91,54100.0,54100.0
92,11128.57142857143,77900.0
93,43075.0,172300.0
94,25700.0,51400.0
95,18066.666666666668,54200.0
96,25350.0,50700.0
97,27450.0,109800.0
98,28900.0,57800.0
99,47300.0,47300.0
100,5000.0,5000.0
101,5000.0,5000.0
102,47300.0,47300.0
103,52400.0,52400.0
104,49350.0,98700.0
106,50900.0,50900.0
107,48800.0,48800.0
108,13500.0,81000.0
109,13800.0,82800.0
110,14800.0,103600.0
111,47950.0,95900.0
113,38200.0,76400.0
114,12362.5,98900.0
115,27250.0,54500.0
116,14975.0,59900.0
117,11450.0,68700.0
118,9011.111111111111,81100.0
119,12450.0,49800.0
120,10250.0,61500.0
121,5000.0,35000.0
122,32766.666666666668,98300.0
123,17800.0,106800.0
124,18900.0,113400.0
125,8900.0,89000.0
126,8411.111111111111,75700.0
127,12640.0,126400.0
128,8988.888888888889,80900.0
129,22325.0,89300.0
130,23340.0,116700.0
131,3866.6666666666665,11600.0
132,18600.0,111600.0
133,18833.333333333332,56500.0
134,18033.333333333332,54100.0
135,5000.0,40000.0
136,27550.0,110200.0
137,12380.0,61900.0
138,9375.0,75000.0
139,20266.666666666668,60800.0
140,5000.0,15000.0
141,5000.0,10000.0
142,20660.0,103300.0
143,21260.0,106300.0
144,14000.0,56000.0
145,5000.0,15000.0
146,5000.0,10000.0
147,27200.0,108800.0
148,17533.333333333332,52600.0
149,16050.0,64200.0
150,9854.545454545454,108400.0
151,21560.0,107800.0
152,28925.0,115700.0
153,5000.0,15000.0
154,14780.0,73900.0
155,5000.0,35000.0
156,22166.666666666668,66500.0
157,26300.0,131500.0
158,20616.666666666668,123700.0
159,5000.0,15000.0
160,17075.0,68300.0
161,17025.0,68100.0
162,13350.0,53400.0
163,5000.0,10000.0
164,5000.0,15000.0
165,5000.0,15000.0
166,14950.0,59800.0
167,5000.0,15000.0
168,13880.0,69400.0
169,13766.666666666666,123900.0
170,9344.444444444445,84100.0
171,15075.0,60300.0
172,16975.0,67900.0
173,13825.0,55300.0
174,12166.666666666666,109500.0
175,13340.0,66700.0
176,5000.0,10000.0
177,16275.0,65100.0
178,17200.0,68800.0
179,10891.666666666666,130700.0
180,17216.666666666668,103300.0
181,5000.0,10000.0
182,15550.0,62200.0
183,20133.333333333332,60400.0
184,5000.0,15000.0
185,27475.0,109900.0
186,5000.0,10000.0
187,5000.0,40000.0
188,20700.0,103500.0
189,12900.0,141900.0
190,5000.0,35000.0
191,9480.0,94800.0
192,16900.0,50700.0
193,23750.0,47500.0
194,20140.0,100700.0
195,13425.0,53700.0
196,17000.0,51000.0
197,5000.0,25000.0
198,11983.333333333334,71900.0
199,19240.0,96200.0
200,19833.333333333332,59500.0
201,14425.0,57700.0
202,5000.0,10000.0
203,11977.777777777777,107800.0
204,5000.0,15000.0
205,5000.0,20000.0
206,15228.57142857143,106600.0
207,14275.0,57100.0
208,12980.0,129800.0
209,14020.0,70100.0
210,12300.0,49200.0
211,21185.714285714286,148300.0
212,15725.0,62900.0
213,16775.0,67100.0
214,5000.0,10000.0
215,5000.0,15000.0
216,17200.0,51600.0
217,16025.0,64100.0
218,5000.0,10000.0
219,5000.0,15000.0
220,12228.57142857143,85600.0
221,5000.0,15000.0
222,5000.0,10000.0
223,26050.0,156300.0
224,5000.0,10000.0
225,13425.0,53700.0
