tick,avg_trade_volume,total_volume
226,5000.0,10000.0
227,18366.666666666668,110200.0
228,5000.0,40000.0
229,5000.0,15000.0
230,5000.0,10000.0
231,5000.0,15000.0
232,12375.0,49500.0
233,14200.0,56800.0
234,20266.666666666668,60800.0
235,8711.111111111111,78400.0
236,5000.0,10000.0
237,5000.0,15000.0
238,19900.0,59700.0
239,16825.0,67300.0
240,9322.222222222223,83900.0
241,19100.0,57300.0
242,5000.0,10000.0
243,18050.0,72200.0
244,5000.0,10000.0
245,27266.666666666668,163600.0
246,16800.0,67200.0
247,5000.0,10000.0
248,15600.0,62400.0
249,5000.0,15000.0
250,11250.0,90000.0
251,20750.0,166000.0
252,14720.0,73600.0
253,14966.666666666666,134700.0
254,5000.0,10000.0
255,14680.0,73400.0
256,5000.0,10000.0
257,13175.0,52700.0
258,15950.0,63800.0
259,12900.0,64500.0
260,5000.0,10000.0
261,15975.0,63900.0
262,21820.0,109100.0
263,23185.714285714286,162300.0
264,53500.0,53500.0
265,11960.0,59800.0
266,16766.666666666668,150900.0
267,5000.0,40000.0
268,17266.666666666668,51800.0
269,20366.666666666668,122200.0
270,20783.333333333332,124700.0
271,23485.714285714286,164400.0
272,5000.0,15000.0
273,17566.666666666668,52700.0
274,19250.0,115500.0
275,14450.0,57800.0
276,5000.0,15000.0
277,5000.0,15000.0
278,5000.0,15000.0
279,5000.0,15000.0
280,11385.714285714286,79700.0
281,15300.0,107100.0
282,21740.0,108700.0
283,5000.0,15000.0
284,5000.0,10000.0
285,5000.0,10000.0
286,10225.0,81800.0
287,24266.666666666668,145600.0
288,17900.0,71600.0
289,14025.0,56100.0
290,16057.142857142857,112400.0
291,5000.0,15000.0
292,13950.0,55800.0
293,5000.0,15000.0
294,24700.0,98800.0
295,15075.0,60300.0
296,24116.666666666668,144700.0
297,20280.0,101400.0
298,5000.0,35000.0
