id,period,tick,price,quantity
1,1,0,19.98,41100.0
2,1,0,19.98,5100.0
3,1,0,19.98,42800.0
4,1,1,20.01,48600.0
5,1,2,19.97,42800.0
6,1,3,19.99,46700.0
8,1,4,19.94,53500.0
7,1,4,20.0,42400.0
10,1,5,19.99,55600.0
9,1,5,19.95,49200.0
11,1,6,20.01,54600.0
12,1,7,19.95,50300.0
13,1,7,19.97,6100.0
14,1,8,19.93,44900.0
15,1,8,19.92,54300.0
16,1,8,19.91,4400.0
18,1,10,19.91,45100.0
17,1,10,19.95,41700.0
19,1,12,19.9,56100.0
20,1,13,19.93,42500.0
21,1,13,19.92,49700.0
22,1,14,20.02,59200.0
23,1,15,20.05,40300.0
24,1,15,20.05,54500.0
25,1,15,19.99,52400.0
26,1,16,20.0,42700.0
27,1,17,20.01,55100.0
28,1,19,19.93,50600.0
29,1,20,19.96,59000.0
30,1,21,19.98,49500.0
31,1,21,19.98,8900.0
32,1,21,19.97,32800.0
33,1,22,20.03,45900.0
34,1,22,19.97,50800.0
35,1,25,20.02,40300.0
36,1,26,20.04,54200.0
39,1,28,19.99,300.0
38,1,28,19.97,52600.0
37,1,28,19.99,47300.0
40,1,29,19.98,56200.0
41,1,30,19.92,44500.0
42,1,30,19.91,5900.0
43,1,31,19.94,52600.0
44,1,32,19.92,50700.0
45,1,34,19.98,47500.0
46,1,35,20.02,43900.0
48,1,36,19.97,51200.0
47,1,36,20.03,46800.0
49,1,37,20.04,51800.0
50,1,39,20.0,44600.0
51,1,40,19.92,56600.0
52,1,43,19.98,41800.0
53,1,43,19.98,16900.0
54,1,45,19.98,58200.0
55,1,45,19.94,42100.0
56,1,47,19.95,49800.0
57,1,47,19.93,46300.0
58,1,48,20.0,57300.0
59,1,49,20.03,58300.0
60,1,50,20.0,57300.0
61,1,51,20.07,51300.0
62,1,52,20.0,48200.0
63,1,52,20.04,47100.0
66,1,54,20.08,42000.0
64,1,54,20.05,55200.0
65,1,54,20.05,100.0
