tick,avg_trade_volume,total_volume
0,52400.0,104800.0
3,48450.0,96900.0
4,48100.0,48100.0
5,19566.666666666668,58700.0
9,26700.0,106800.0
10,12080.0,60400.0
11,5000.0,10000.0
12,27600.0,55200.0
13,33875.0,135500.0
14,23820.0,119100.0
15,5000.0,15000.0
16,50100.0,50100.0
17,48500.0,97000.0
18,5000.0,10000.0
19,18250.0,73000.0
20,40100.0,40100.0
22,5000.0,10000.0
23,14700.0,58800.0
25,54600.0,54600.0
26,49200.0,49200.0
27,19433.333333333332,58300.0
28,56400.0,56400.0
29,24500.0,122500.0
30,20160.0,100800.0
31,42950.0,85900.0
32,16866.666666666668,50600.0
33,5000.0,5000.0
34,22625.0,90500.0
35,12580.0,62900.0
36,44450.0,88900.0
37,10866.666666666666,65200.0
38,41650.0,83300.0
42,57500.0,57500.0
43,43800.0,43800.0
44,25900.0,51800.0
45,53400.0,53400.0
46,47100.0,94200.0
47,51300.0,102600.0
48,52800.0,52800.0
49,56000.0,56000.0
50,51700.0,51700.0
51,28150.0,56300.0
52,52100.0,52100.0
53,46200.0,46200.0
54,54300.0,54300.0
55,56200.0,56200.0
56,43300.0,43300.0
57,55100.0,55100.0
58,48500.0,48500.0
60,49100.0,49100.0
61,50550.0,101100.0
62,47100.0,47100.0
63,49850.0,99700.0
64,51200.0,102400.0
65,53233.333333333336,159700.0
66,50300.0,100600.0
67,45200.0,45200.0
69,15975.0,63900.0
70,31433.333333333332,94300.0
72,55800.0,55800.0
73,32633.333333333332,97900.0
74,41100.0,41100.0
75,30000.0,60000.0
76,46500.0,46500.0
77,44600.0,44600.0
78,32166.666666666668,96500.0
80,56100.0,56100.0
82,52600.0,52600.0
83,55900.0,55900.0
84,29300.0,58600.0
86,46900.0,93800.0
87,46500.0,46500.0
88,44400.0,44400.0
89,47300.0,47300.0
90,44400.0,44400.0
92,59800.0,59800.0
93,59700.0,59700.0
94,49550.0,99100.0
96,47000.0,94000.0
97,29766.666666666668,89300.0
98,27966.666666666668,83900.0
100,48000.0,48000.0
101,47400.0,47400.0
102,52600.0,52600.0
103,24200.0,48400.0
104,51400.0,51400.0
105,51350.0,102700.0
106,40300.0,40300.0
108,50000.0,100000.0
109,39750.0,79500.0
110,43600.0,43600.0
111,45500.0,45500.0
112,47200.0,47200.0
113,28566.666666666668,85700.0
114,45800.0,91600.0
115,31133.333333333332,93400.0
116,52300.0,52300.0
118,49850.0,99700.0
120,47100.0,47100.0
121,42100.0,42100.0
122,43200.0,43200.0
123,53100.0,53100.0
124,47000.0,47000.0
125,42033.333333333336,126100.0
127,47550.0,95100.0
128,50500.0,50500.0
129,47150.0,94300.0
130,49300.0,49300.0
131,29733.333333333332,89200.0
132,53800.0,53800.0
133,57200.0,114400.0
