id,period,tick,price,quantity
290,1,243,27.7,32400.0
291,1,243,27.66,30600.0
292,1,243,27.66,5000.0
294,1,245,27.95,29800.0
293,1,245,27.96,31100.0
296,1,246,27.9,5100.0
295,1,246,27.91,30700.0
297,1,247,27.94,35000.0
298,1,247,27.97,35300.0
299,1,248,27.98,30300.0
300,1,248,27.98,6100.0
301,1,250,28.26,32000.0
302,1,250,28.22,33500.0
303,1,250,28.2,3500.0
304,1,253,28.02,32300.0
305,1,254,28.03,38400.0
306,1,254,28.03,33300.0
308,1,255,27.89,9800.0
307,1,255,27.88,28900.0
309,1,256,27.81,32500.0
310,1,256,27.79,5700.0
311,1,257,27.66,36800.0
312,1,258,27.77,40300.0
313,1,259,27.73,32100.0
314,1,260,27.66,32200.0
315,1,261,27.85,36200.0
316,1,263,27.79,29100.0
317,1,263,27.8,10300.0
318,1,264,28.0,31100.0
319,1,264,28.0,4200.0
320,1,265,27.94,36600.0
322,1,267,27.76,4300.0
321,1,267,27.77,29100.0
323,1,269,27.92,39300.0
324,1,270,28.12,31900.0
325,1,271,27.97,36900.0
326,1,271,27.98,3700.0
327,1,272,27.98,29300.0
330,1,274,28.15,5000.0
328,1,274,28.2,34200.0
329,1,274,28.19,34800.0
332,1,275,28.28,33200.0
331,1,275,28.25,37800.0
333,1,277,28.53,37400.0
334,1,278,28.52,40200.0
335,1,279,28.62,37100.0
336,1,279,28.63,3400.0
337,1,280,28.66,31200.0
338,1,283,29.23,30100.0
339,1,283,29.23,1000.0
340,1,284,29.28,37300.0
341,1,285,29.25,34100.0
342,1,286,29.32,30200.0
343,1,287,29.49,32700.0
344,1,288,29.36,31900.0
345,1,288,29.33,6400.0
346,1,289,29.31,29800.0
347,1,290,29.14,40200.0
348,1,290,29.17,28000.0
349,1,290,29.14,34500.0
350,1,291,28.97,34200.0
352,1,292,28.87,8000.0
351,1,292,28.88,27800.0
353,1,293,28.81,29700.0
354,1,293,28.81,10000.0
355,1,293,28.79,28400.0
356,1,294,28.96,40400.0
357,1,294,28.9,32600.0
358,1,295,28.87,30500.0
359,1,295,28.86,28400.0
360,1,296,28.84,33300.0
361,1,296,28.83,7600.0
