tick,open,high,low,close
133,19.97,19.97,19.97,19.97
134,19.97,19.99,19.96,19.96
135,19.96,20.02,19.96,20.02
136,20.02,20.02,19.97,19.97
137,19.97,20.01,19.97,20.01
138,20.01,20.01,19.98,19.98
139,19.98,19.99,19.98,19.99
140,19.99,19.99,19.99,19.99
141,19.99,20.01,19.99,20.01
142,20.01,20.01,19.97,19.99
143,19.99,19.99,19.98,19.99
144,19.99,19.99,19.94,19.94
145,19.94,19.94,19.89,19.89
146,19.89,19.96,19.89,19.96
147,19.96,19.96,19.94,19.94
148,19.94,19.94,19.89,19.89
149,19.89,19.93,19.89,19.93
150,19.93,19.93,19.88,19.91
151,19.91,19.92,19.89,19.89
152,19.89,19.95,19.89,19.95
153,19.95,19.95,19.94,19.94
154,19.94,19.94,19.91,19.91
155,19.91,19.92,19.89,19.92
156,19.92,19.92,19.85,19.85
157,19.85,19.89,19.85,19.86
158,19.86,19.89,19.86,19.86
159,19.86,19.91,19.86,19.91
160,19.91,19.91,19.86,19.86
161,19.86,19.87,19.84,19.84
162,19.84,19.88,19.84,19.88
163,19.88,19.88,19.85,19.85
164,19.85,19.94,19.85,19.94
165,19.94,19.94,19.91,19.91
166,19.91,19.97,19.91,19.97
167,19.97,19.97,19.94,19.94
168,19.94,19.94,19.94,19.94
169,19.94,19.96,19.93,19.93
170,19.93,19.99,19.93,19.99
171,19.99,19.99,19.96,19.97
172,19.97,19.97,19.94,19.95
173,19.95,19.95,19.94,19.94
174,19.94,19.94,19.9,19.9
175,19.9,19.93,19.87,19.93
176,19.93,19.93,19.9,19.93
177,19.93,19.93,19.89,19.92
178,19.92,19.92,19.9,19.9
179,19.9,19.96,19.9,19.95
180,19.95,19.95,19.94,19.94
181,19.94,20.01,19.94,20.01
182,20.01,20.01,19.95,19.98
183,19.98,19.98,19.96,19.96
184,19.96,19.99,19.93,19.99
185,19.99,19.99,19.96,19.96
186,19.96,19.98,19.96,19.98
187,19.98,19.98,19.98,19.98
188,19.98,19.98,19.95,19.98
189,19.98,19.98,19.97,19.97
190,19.97,19.97,19.93,19.97
191,19.97,20.01,19.97,20.01
192,20.01,20.01,19.92,19.92
193,19.92,19.94,19.92,19.94
194,19.94,19.94,19.93,19.93
195,19.93,19.93,19.9,19.9
196,19.9,19.91,19.9,19.91
197,19.91,19.91,19.91,19.91
198,19.91,19.92,19.89,19.91
199,19.91,19.91,19.89,19.89
200,19.89,19.89,19.86,19.86
201,19.86,19.92,19.86,19.91
202,19.91,19.91,19.87,19.87
203,19.87,19.9,19.87,19.9
204,19.9,19.9,19.86,19.86
205,19.86,19.86,19.86,19.86
206,19.86,19.91,19.85,19.91
207,19.91,19.91,19.81,19.81
208,19.81,19.82,19.8,19.8
209,19.8,19.85,19.8,19.82
210,19.82,19.85,19.82,19.85
211,19.85,19.86,19.85,19.86
212,19.86,19.87,19.84,19.84
213,19.84,19.84,19.84,19.84
214,19.84,19.87,19.84,19.86
215,19.86,19.87,19.86,19.87
216,19.87,19.87,19.82,19.82
217,19.82,19.86,19.82,19.86
218,19.86,19.91,19.85,19.91
219,19.91,19.91,19.86,19.86
220,19.86,19.86,19.85,19.85
221,19.85,19.87,19.85,19.87
222,19.87,19.87,19.87,19.87
223,19.87,19.87,19.87,19.87
224,19.87,19.88,19.87,19.88
225,19.88,19.88,19.87,19.87
226,19.87,19.93,19.87,19.93
227,19.93,19.95,19.92,19.93
228,19.93,19.94,19.91,19.94
229,19.94,19.94,19.94,19.94
230,19.94,19.96,19.94,19.96
231,19.96,19.96,19.91,19.91
232,19.91,19.93,19.9,19.93
233,19.93,19.94,19.93,19.94
234,19.94,19.94,19.92,19.92
235,19.92,19.92,19.88,19.88
236,19.88,19.95,19.88,19.95
237,19.95,19.95,19.86,19.89
238,19.89,19.89,19.83,19.86
239,19.86,19.86,19.8,19.8
240,19.8,19.85,19.8,19.83
241,19.83,19.83,19.83,19.83
242,19.83,19.83,19.83,19.83
243,19.83,19.83,19.82,19.82
244,19.82,19.82,19.79,19.79
245,19.79,19.79,19.76,19.78
246,19.78,19.83,19.78,19.8
247,19.8,19.83,19.8,19.82
248,19.82,19.82,19.82,19.82
249,19.82,19.82,19.79,19.79
250,19.79,19.82,19.79,19.82
251,19.82,19.82,19.79,19.79
252,19.79,19.85,19.79,19.85
253,19.85,19.85,19.85,19.85
254,19.85,19.9,19.85,19.9
255,19.9,19.9,19.85,19.85
256,19.85,19.85,19.85,19.85
257,19.85,19.88,19.85,19.88
258,19.88,19.88,19.81,19.85
259,19.85,19.85,19.85,19.85
260,19.85,19.85,19.82,19.82
261,19.82,19.85,19.82,19.85
262,19.85,19.89,19.85,19.88
263,19.88,19.88,19.83,19.83
264,19.83,19.87,19.83,19.84
265,19.84,19.88,19.84,19.88
266,19.88,19.89,19.88,19.89
267,19.89,19.92,19.89,19.89
268,19.89,19.92,19.89,19.92
269,19.92,19.92,19.9,19.9
270,19.9,19.9,19.85,19.85
271,19.85,19.9,19.85,19.9
272,19.9,19.94,19.9,19.94
273,19.94,19.94,19.93,19.93
274,19.93,19.93,19.92,19.92
275,19.92,19.93,19.9,19.9
276,19.9,19.99,19.9,19.99
277,19.99,19.99,19.95,19.98
278,19.98,19.98,19.9,19.93
279,19.93,19.93,19.86,19.86
280,19.86,19.89,19.86,19.86
281,19.86,19.93,19.86,19.93
282,19.93,19.93,19.9,19.9
283,19.9,19.95,19.9,19.95
284,19.95,19.95,19.93,19.93
285,19.93,19.93,19.9,19.93
286,19.93,19.94,19.93,19.94
287,19.94,19.94,19.92,19.94
288,19.94,19.94,19.89,19.92
289,19.92,19.92,19.89,19.89
290,19.89,19.89,19.87,19.87
291,19.87,19.94,19.87,19.94
292,19.94,19.94,19.93,19.93
293,19.93,19.99,19.93,19.99
294,19.99,20.0,19.99,20.0
295,20.0,20.0,19.99,19.99
296,19.99,19.99,19.97,19.97
297,19.97,19.97,19.96,19.96
298,19.96,19.96,19.94,19.94
299,19.94,19.98,19.94,19.98
