id,period,tick,price,quantity
1,1,0,20.0,50000.0
2,1,0,20.01,54800.0
4,1,3,19.98,50200.0
3,1,3,20.01,46700.0
5,1,4,19.98,48100.0
6,1,5,19.98,5000.0
7,1,5,19.98,5000.0
8,1,5,19.66,48700.0
9,1,9,19.78,50000.0
10,1,9,19.79,8000.0
11,1,9,19.79,42600.0
12,1,9,19.83,6200.0
13,1,10,20.04,5000.0
14,1,10,20.04,5000.0
15,1,10,20.04,5000.0
16,1,10,20.17,43300.0
17,1,10,20.15,2100.0
19,1,11,20.14,5000.0
18,1,11,20.14,5000.0
20,1,12,19.94,51700.0
21,1,12,19.96,3500.0
22,1,13,19.82,45400.0
23,1,13,19.84,45900.0
24,1,13,19.82,2500.0
25,1,13,19.82,41700.0
26,1,14,20.2,5000.0
27,1,14,20.2,5000.0
28,1,14,20.2,5000.0
29,1,14,20.36,55200.0
30,1,14,20.34,48900.0
33,1,15,20.36,5000.0
31,1,15,20.36,5000.0
32,1,15,20.36,5000.0
34,1,16,20.31,50100.0
35,1,17,20.35,49800.0
36,1,17,20.31,47200.0
37,1,18,20.3,5000.0
38,1,18,20.3,5000.0
39,1,19,20.1,5000.0
40,1,19,20.1,5000.0
41,1,19,20.1,5000.0
42,1,19,20.19,58000.0
43,1,20,20.29,40100.0
45,1,22,20.04,5000.0
44,1,22,20.04,5000.0
46,1,23,20.03,5000.0
47,1,23,20.03,5000.0
48,1,23,20.03,5000.0
49,1,23,20.21,43800.0
50,1,25,20.43,54600.0
51,1,26,20.4,49200.0
52,1,27,19.97,5000.0
53,1,27,19.97,5000.0
54,1,27,19.73,48300.0
55,1,28,19.69,56400.0
58,1,29,19.5,51700.0
60,1,29,19.51,4500.0
59,1,29,19.53,56300.0
56,1,29,19.67,5000.0
57,1,29,19.67,5000.0
61,1,30,19.7,56300.0
62,1,30,19.73,5000.0
63,1,30,19.73,5000.0
64,1,30,19.73,5000.0
65,1,30,19.73,29500.0
66,1,31,19.98,44000.0
67,1,31,19.98,41900.0
68,1,32,20.38,40600.0
69,1,32,20.34,5000.0
70,1,32,20.34,5000.0
71,1,33,20.37,5000.0
75,1,34,20.54,4800.0
72,1,34,20.53,45500.0
73,1,34,20.53,300.0
74,1,34,20.54,39900.0
76,1,35,20.5,5000.0
77,1,35,20.49,5000.0
78,1,35,20.48,5000.0
79,1,35,20.26,5000.0
80,1,35,20.26,42900.0
81,1,36,20.29,39600.0
82,1,36,20.26,49300.0
88,1,37,20.08,40200.0
86,1,37,20.22,5000.0
87,1,37,20.21,5000.0
84,1,37,20.23,5000.0
83,1,37,20.23,5000.0
85,1,37,20.22,5000.0
89,1,38,19.89,43000.0
90,1,38,19.9,40300.0
91,1,42,19.23,57500.0
92,1,43,19.31,43800.0
93,1,44,19.23,51700.0
94,1,44,19.23,100.0
95,1,45,19.33,53400.0
96,1,46,18.95,47400.0
97,1,46,18.95,46800.0
98,1,47,18.94,51700.0
99,1,47,18.94,50900.0
100,1,48,18.62,52800.0
101,1,49,18.75,56000.0
102,1,50,18.96,51700.0
103,1,51,19.0,52000.0
104,1,51,19.01,4300.0
105,1,52,18.84,52100.0
106,1,53,18.75,46200.0
107,1,54,18.81,54300.0
108,1,55,19.01,56200.0
109,1,56,19.34,43300.0
110,1,57,19.01,55100.0
111,1,58,18.95,48500.0
112,1,60,19.3,49100.0
113,1,61,19.22,57200.0
114,1,61,19.19,43900.0
115,1,62,19.0,47100.0
117,1,63,19.1,46400.0
116,1,63,19.12,53300.0
119,1,64,19.17,46900.0
118,1,64,19.15,55500.0
121,1,65,19.0,52400.0
120,1,65,19.0,59200.0
122,1,65,19.04,48100.0
123,1,66,19.04,47200.0
124,1,66,19.06,53400.0
125,1,67,19.27,45200.0
126,1,69,19.18,5000.0
127,1,69,19.18,5000.0
128,1,69,19.18,5000.0
129,1,69,19.33,48900.0
130,1,70,19.26,41700.0
131,1,70,19.26,10700.0
132,1,70,19.25,41900.0
133,1,72,19.51,55800.0
135,1,73,19.5,44900.0
136,1,73,19.5,10700.0
134,1,73,19.48,42300.0
137,1,74,19.88,41100.0
138,1,75,19.78,58000.0
139,1,75,19.77,2000.0
140,1,76,19.7,46500.0
141,1,77,19.56,44600.0
142,1,78,19.56,45800.0
143,1,78,19.56,3900.0
144,1,78,19.56,46800.0
145,1,80,19.5,56100.0
146,1,82,19.44,52600.0
147,1,83,19.36,55900.0
149,1,84,19.48,16900.0
148,1,84,19.51,41700.0
150,1,86,19.32,47200.0
151,1,86,19.37,46600.0
152,1,87,19.26,46500.0
153,1,88,19.31,44400.0
154,1,89,19.18,47300.0
155,1,90,19.19,44400.0
156,1,92,19.33,59800.0
157,1,93,19.31,59700.0
159,1,94,19.43,51400.0
158,1,94,19.39,47700.0
161,1,96,19.9,51900.0
160,1,96,19.86,42100.0
162,1,97,20.11,39600.0
163,1,97,20.1,49400.0
164,1,97,20.1,300.0
165,1,98,20.44,40100.0
166,1,98,20.43,10500.0
167,1,98,20.43,33300.0
168,1,100,20.63,48000.0
169,1,101,20.46,47400.0
170,1,102,20.4,52600.0
172,1,103,20.31,8700.0
171,1,103,20.3,39700.0
173,1,104,20.37,51400.0
175,1,105,20.55,46900.0
174,1,105,20.5,55800.0
176,1,106,20.65,40300.0
177,1,108,20.47,54400.0
178,1,108,20.53,45600.0
179,1,109,20.4,40100.0
180,1,109,20.34,39400.0
181,1,110,20.51,43600.0
182,1,111,20.58,45500.0
183,1,112,20.65,47200.0
184,1,113,21.25,45700.0
185,1,113,21.25,400.0
186,1,113,21.24,39600.0
188,1,114,21.3,48700.0
187,1,114,21.31,42900.0
190,1,115,21.36,50300.0
191,1,115,21.34,1900.0
189,1,115,21.4,41200.0
192,1,116,21.2,52300.0
193,1,118,21.2,50800.0
194,1,118,21.17,48900.0
195,1,120,21.23,47100.0
196,1,121,21.47,42100.0
197,1,122,21.79,43200.0
198,1,123,21.57,53100.0
199,1,124,21.53,47000.0
202,1,125,20.98,39900.0
201,1,125,21.03,38600.0
200,1,125,20.97,47600.0
203,1,127,20.72,45900.0
204,1,127,20.78,49200.0
205,1,128,20.54,50500.0
206,1,129,20.68,41500.0
207,1,129,20.66,52800.0
208,1,130,20.38,49300.0
209,1,131,20.63,48100.0
210,1,131,20.58,40300.0
211,1,131,20.57,800.0
212,1,132,20.12,53800.0
213,1,133,20.58,57900.0
214,1,133,20.58,56500.0
216,1,134,20.5,1200.0
215,1,134,20.5,55700.0
217,1,135,20.79,42000.0
218,1,135,20.8,7200.0
219,1,136,20.69,54400.0
220,1,137,20.6,52100.0
221,1,138,20.34,43700.0
222,1,139,20.3,48400.0
223,1,142,20.05,45000.0
224,1,143,20.11,45000.0
225,1,144,20.12,44100.0
226,1,144,20.12,9100.0
227,1,146,20.06,52500.0
228,1,147,20.17,46200.0
229,1,147,20.16,12200.0
230,1,148,20.16,42800.0
231,1,148,20.17,2700.0
234,1,150,20.23,51800.0
232,1,150,20.24,52200.0
233,1,150,20.24,1000.0
235,1,151,20.0,44100.0
236,1,152,19.69,45200.0
237,1,153,19.84,44500.0
238,1,153,19.84,43900.0
239,1,154,19.93,42600.0
240,1,155,20.23,44100.0
241,1,156,20.0,54800.0
242,1,157,20.06,46800.0
243,1,157,20.03,47300.0
244,1,157,20.01,9100.0
245,1,159,20.27,53700.0
246,1,159,20.3,52300.0
247,1,161,20.88,52600.0
248,1,162,21.01,47400.0
249,1,163,20.71,51600.0
250,1,164,20.57,38900.0
251,1,166,20.65,42000.0
252,1,167,20.68,45900.0
253,1,168,21.16,56200.0
254,1,169,21.03,48700.0
255,1,169,20.99,40900.0
256,1,170,21.12,46900.0
257,1,170,21.13,38400.0
258,1,170,21.15,9000.0
259,1,171,21.17,40400.0
261,1,172,21.31,8600.0
260,1,172,21.33,40500.0
262,1,172,21.34,50200.0
263,1,173,21.14,50500.0
264,1,173,21.12,42300.0
265,1,176,21.33,43700.0
266,1,176,21.34,11800.0
267,1,177,21.59,53000.0
268,1,178,21.22,40800.0
269,1,178,21.26,55800.0
270,1,179,21.53,53000.0
271,1,181,21.31,44700.0
274,1,182,21.58,2700.0
272,1,182,21.62,38100.0
273,1,182,21.59,38500.0
275,1,183,21.71,44300.0
276,1,183,21.71,5800.0
277,1,184,21.73,38600.0
278,1,184,21.78,45000.0
279,1,184,21.79,8000.0
280,1,184,21.75,43000.0
281,1,185,21.73,5000.0
282,1,185,21.73,5000.0
283,1,185,21.61,5000.0
284,1,185,21.61,5000.0
285,1,185,21.64,38500.0
287,1,186,21.43,54600.0
286,1,186,21.43,45400.0
294,1,187,21.02,8900.0
293,1,187,21.03,48100.0
292,1,187,21.03,5000.0
288,1,187,21.08,55200.0
290,1,187,21.04,1400.0
289,1,187,21.04,48000.0
291,1,187,21.02,3600.0
295,1,188,20.78,5000.0
296,1,189,21.09,5000.0
297,1,189,21.09,35300.0
298,1,190,20.67,5000.0
299,1,190,20.67,5000.0
300,1,191,20.71,41200.0
301,1,192,20.97,5000.0
302,1,192,20.94,50200.0
303,1,192,20.93,1400.0
304,1,193,21.2,49900.0
305,1,194,21.28,46400.0
306,1,198,21.09,5000.0
307,1,198,21.09,5000.0
308,1,198,21.09,5000.0
309,1,198,21.28,39300.0
310,1,199,21.61,40100.0
311,1,199,21.55,54200.0
312,1,199,21.59,46100.0
318,1,203,20.91,4100.0
316,1,203,20.94,41800.0
317,1,203,20.91,50100.0
314,1,203,21.03,5000.0
315,1,203,20.88,54100.0
313,1,203,21.03,5000.0
319,1,204,20.94,5000.0
320,1,204,20.94,5000.0
321,1,204,20.94,5000.0
322,1,204,21.16,46200.0
323,1,204,21.13,46200.0
324,1,204,21.15,7800.0
325,1,206,21.66,38500.0
326,1,206,21.67,41100.0
327,1,206,21.68,13200.0
330,1,207,21.89,41100.0
328,1,207,21.88,43600.0
329,1,207,21.88,8100.0
331,1,208,21.84,46300.0
332,1,209,21.69,45800.0
333,1,210,21.8,42200.0
334,1,210,21.79,11100.0
335,1,211,21.7,37000.0
336,1,212,21.57,41400.0
337,1,213,21.63,37100.0
338,1,215,21.29,43600.0
339,1,216,21.12,42600.0
340,1,217,21.17,53100.0
341,1,217,21.17,1200.0
343,1,218,20.94,44700.0
342,1,218,20.93,49300.0
347,1,222,21.03,41400.0
344,1,222,21.09,52700.0
345,1,222,21.07,40400.0
346,1,222,21.08,1500.0
349,1,223,21.09,5000.0
350,1,223,21.09,5000.0
351,1,223,21.1,40200.0
348,1,223,21.09,5000.0
352,1,225,21.03,5000.0
353,1,225,21.03,5000.0
354,1,225,20.95,42200.0
355,1,227,20.7,43300.0
359,1,229,20.92,5000.0
356,1,229,20.92,42400.0
357,1,229,20.92,5000.0
358,1,229,20.92,5000.0
360,1,230,20.84,5000.0
361,1,230,20.84,5000.0
362,1,231,20.8,38900.0
363,1,231,20.8,17800.0
364,1,232,20.95,44600.0
365,1,232,20.97,11300.0
369,1,233,21.08,2500.0
366,1,233,21.14,41000.0
367,1,233,21.14,51800.0
368,1,233,21.11,46400.0
371,1,234,20.85,15100.0
370,1,234,20.86,42300.0
372,1,235,20.34,49500.0
374,1,236,20.03,1800.0
375,1,236,20.08,48200.0
373,1,236,20.04,46000.0
376,1,237,20.39,54000.0
377,1,237,20.42,47500.0
378,1,237,20.44,5600.0
379,1,237,20.44,36000.0
380,1,238,20.47,49800.0
381,1,239,19.97,41900.0
382,1,240,20.15,53000.0
383,1,241,20.06,40100.0
384,1,243,20.24,56900.0
385,1,244,20.55,54800.0
387,1,245,20.6,49300.0
386,1,245,20.57,58100.0
388,1,246,20.43,43500.0
389,1,246,20.44,45600.0
390,1,247,20.43,47000.0
391,1,248,20.3,40900.0
392,1,248,20.3,44900.0
393,1,249,20.27,50500.0
394,1,249,20.26,47000.0
395,1,250,19.67,53100.0
396,1,250,19.73,43200.0
397,1,250,19.73,49500.0
400,1,251,19.56,4100.0
398,1,251,19.6,49200.0
399,1,251,19.56,42100.0
401,1,252,19.58,52600.0
402,1,255,19.81,45500.0
403,1,256,20.05,55000.0
404,1,256,20.05,52200.0
405,1,257,20.02,48700.0
406,1,257,20.02,5100.0
407,1,258,20.08,42400.0
408,1,261,19.8,41300.0
409,1,262,19.85,45900.0
410,1,263,20.09,41300.0
411,1,263,20.1,47100.0
412,1,264,20.11,52400.0
414,1,265,20.08,40800.0
413,1,265,20.11,46900.0
415,1,268,20.48,44700.0
416,1,271,20.27,42000.0
417,1,271,20.25,3700.0
418,1,271,20.3,38600.0
419,1,272,20.44,55100.0
420,1,273,20.46,49200.0
421,1,273,20.46,8900.0
422,1,276,20.66,47500.0
