tick,avg_trade_volume,total_volume
1,44950.0,89900.0
3,48025.0,192100.0
4,27350.0,54700.0
6,23050.0,46100.0
7,36766.666666666664,110300.0
8,42100.0,42100.0
9,26866.666666666668,80600.0
10,45500.0,91000.0
12,41000.0,41000.0
13,50466.666666666664,151400.0
15,50100.0,100200.0
16,48400.0,48400.0
17,55500.0,55500.0
19,59800.0,59800.0
20,58600.0,58600.0
22,24950.0,49900.0
25,28450.0,56900.0
26,54600.0,54600.0
27,56600.0,113200.0
29,26200.0,52400.0
31,38800.0,38800.0
32,46550.0,93100.0
34,23700.0,47400.0
35,27800.0,55600.0
36,41000.0,82000.0
38,44800.0,89600.0
40,42500.0,42500.0
41,46800.0,46800.0
43,37600.0,37600.0
44,39700.0,39700.0
46,53400.0,53400.0
47,41600.0,41600.0
49,34800.0,104400.0
50,51250.0,102500.0
53,41800.0,125400.0
55,41400.0,41400.0
58,44100.0,44100.0
59,49750.0,99500.0
60,53100.0,53100.0
62,53800.0,53800.0
64,41900.0,41900.0
65,28800.0,86400.0
66,44000.0,44000.0
67,39350.0,78700.0
69,38500.0,38500.0
71,37700.0,37700.0
72,49600.0,49600.0
73,43700.0,43700.0
74,28533.333333333332,85600.0
75,38300.0,76600.0
77,41700.0,41700.0
78,35700.0,35700.0
80,35700.0,71400.0
83,25500.0,51000.0
84,51600.0,51600.0
85,41900.0,83800.0
87,34100.0,34100.0
88,47200.0,47200.0
89,50600.0,50600.0
91,28566.666666666668,85700.0
92,46050.0,92100.0
93,37200.0,37200.0
94,41050.0,82100.0
95,37350.0,74700.0
97,38700.0,38700.0
98,43300.0,86600.0
99,24650.0,49300.0
100,35300.0,35300.0
102,23700.0,47400.0
103,24366.666666666668,73100.0
104,29366.666666666668,88100.0
105,38400.0,76800.0
106,44400.0,44400.0
108,35200.0,35200.0
109,33300.0,33300.0
110,20150.0,40300.0
111,30950.0,123800.0
113,19050.0,38100.0
115,35050.0,70100.0
116,31325.0,125300.0
118,27133.333333333332,81400.0
119,33900.0,33900.0
120,34100.0,34100.0
122,37000.0,37000.0
124,34500.0,34500.0
126,44400.0,44400.0
127,50500.0,50500.0
128,37200.0,37200.0
129,42800.0,42800.0
131,34500.0,34500.0
133,47600.0,47600.0
134,35200.0,35200.0
135,44600.0,44600.0
137,45650.0,91300.0
138,23650.0,47300.0
139,44100.0,44100.0
141,45750.0,91500.0
142,46400.0,46400.0
143,18550.0,37100.0
144,38200.0,38200.0
145,18050.0,36100.0
146,35800.0,35800.0
147,21200.0,42400.0
149,41900.0,41900.0
151,27266.666666666668,81800.0
152,21200.0,42400.0
154,33600.0,33600.0
156,42700.0,42700.0
157,34500.0,34500.0
160,47300.0,47300.0
161,39500.0,39500.0
162,36400.0,36400.0
164,27433.333333333332,82300.0
165,40200.0,40200.0
166,40100.0,80200.0
167,33300.0,33300.0
168,43400.0,43400.0
170,38066.666666666664,114200.0
175,25766.666666666668,77300.0
176,41000.0,41000.0
177,35650.0,71300.0
179,30750.0,61500.0
180,36800.0,73600.0
181,42600.0,42600.0
182,31400.0,31400.0
183,33700.0,33700.0
184,20650.0,41300.0
185,45100.0,45100.0
186,42800.0,42800.0
187,26866.666666666668,80600.0
189,42750.0,85500.0
191,44100.0,44100.0
193,31800.0,31800.0
194,32000.0,32000.0
195,31800.0,31800.0
196,20400.0,40800.0
197,37700.0,37700.0
200,31000.0,31000.0
202,24266.666666666668,72800.0
203,21650.0,43300.0
204,41200.0,82400.0
205,39550.0,79100.0
206,41500.0,41500.0
207,18725.0,74900.0
208,21833.333333333332,65500.0
210,32200.0,32200.0
211,36650.0,73300.0
212,38100.0,76200.0
213,38766.666666666664,116300.0
214,42300.0,42300.0
215,36250.0,72500.0
216,42000.0,42000.0
217,40100.0,40100.0
218,34000.0,34000.0
219,38800.0,38800.0
220,23566.666666666668,70700.0
221,22900.0,68700.0
222,18250.0,36500.0
223,32600.0,32600.0
225,16250.0,32500.0
226,38000.0,38000.0
227,21533.333333333332,64600.0
228,36400.0,36400.0
229,38600.0,38600.0
231,21500.0,43000.0
232,29525.0,118100.0
233,35300.0,70600.0
234,37500.0,75000.0
235,39500.0,39500.0
236,33700.0,67400.0
238,35950.0,71900.0
240,42900.0,42900.0
243,22666.666666666668,68000.0
245,30450.0,60900.0
246,17900.0,35800.0
247,35150.0,70300.0
248,18200.0,36400.0
250,23000.0,69000.0
253,32300.0,32300.0
254,35850.0,71700.0
255,19350.0,38700.0
256,19100.0,38200.0
257,36800.0,36800.0
258,40300.0,40300.0
259,32100.0,32100.0
260,32200.0,32200.0
261,36200.0,36200.0
263,19700.0,39400.0
264,17650.0,35300.0
265,36600.0,36600.0
267,16700.0,33400.0
269,39300.0,39300.0
270,31900.0,31900.0
271,20300.0,40600.0
272,29300.0,29300.0
274,24666.666666666668,74000.0
275,35500.0,71000.0
277,37400.0,37400.0
278,40200.0,40200.0
279,20250.0,40500.0
280,31200.0,31200.0
283,15550.0,31100.0
284,37300.0,37300.0
285,34100.0,34100.0
286,30200.0,30200.0
287,32700.0,32700.0
288,19150.0,38300.0
289,29800.0,29800.0
290,34233.333333333336,102700.0
291,34200.0,34200.0
292,17900.0,35800.0
293,22700.0,68100.0
294,36500.0,73000.0
295,29450.0,58900.0
296,20450.0,40900.0
