id,period,tick,price,quantity
1,1,0,19.99,51100.0
2,1,0,19.99,4700.0
4,1,1,20.03,11300.0
3,1,1,20.02,44700.0
6,1,3,19.96,6800.0
8,1,3,19.99,9700.0
5,1,3,19.96,49800.0
7,1,3,19.96,45400.0
9,1,4,19.95,49800.0
10,1,6,20.02,45100.0
11,1,7,19.88,52400.0
12,1,8,20.1,44300.0
13,1,9,20.13,47000.0
14,1,9,20.13,12100.0
15,1,10,20.11,43200.0
16,1,11,20.15,48000.0
17,1,12,20.06,42100.0
18,1,15,20.18,45900.0
19,1,17,20.29,47800.0
20,1,17,20.29,51600.0
21,1,21,20.19,51600.0
22,1,21,20.17,2400.0
23,1,21,20.2,40300.0
25,1,22,20.41,15100.0
24,1,22,20.4,42100.0
26,1,23,20.64,44700.0
28,1,25,20.36,15600.0
29,1,25,20.32,51800.0
27,1,25,20.34,39700.0
30,1,26,20.39,41700.0
31,1,32,20.89,51800.0
32,1,32,20.89,50300.0
33,1,33,21.0,42200.0
34,1,33,20.97,5200.0
35,1,35,21.07,47500.0
36,1,35,21.05,41000.0
39,1,37,21.33,46600.0
37,1,37,21.34,46300.0
38,1,37,21.34,7100.0
40,1,38,21.4,38600.0
41,1,39,21.4,50400.0
42,1,40,21.41,40600.0
43,1,40,21.38,37900.0
44,1,43,21.68,50000.0
45,1,43,21.66,5100.0
46,1,44,21.94,42400.0
47,1,47,21.91,46200.0
48,1,48,21.9,50300.0
49,1,49,21.83,46300.0
50,1,49,21.84,4100.0
51,1,54,21.95,47000.0
52,1,54,21.95,37900.0
53,1,55,21.92,49700.0
54,1,56,21.83,52800.0
55,1,56,21.84,1800.0
56,1,57,21.95,48400.0
57,1,57,21.95,5100.0
58,1,58,21.75,52100.0
60,1,58,21.75,38900.0
61,1,58,21.77,5900.0
59,1,58,21.75,2800.0
62,1,59,21.96,45300.0
63,1,60,22.08,43800.0
67,1,61,22.06,5600.0
64,1,61,22.11,47500.0
65,1,61,22.07,48800.0
66,1,61,22.07,37400.0
69,1,67,22.72,100.0
68,1,67,22.71,41800.0
72,1,69,22.86,6300.0
70,1,69,22.83,40000.0
71,1,69,22.86,42800.0
73,1,70,22.75,39100.0
74,1,70,22.81,37700.0
75,1,71,22.87,37000.0
76,1,71,22.86,10800.0
77,1,71,22.89,40100.0
78,1,72,22.79,40700.0
79,1,73,23.04,49100.0
80,1,75,23.22,50700.0
82,1,77,23.31,400.0
81,1,77,23.3,38500.0
83,1,79,23.33,35200.0
84,1,79,23.35,39600.0
85,1,79,23.33,9200.0
86,1,80,23.43,39200.0
87,1,81,23.35,49200.0
88,1,82,23.34,35900.0
92,1,84,23.2,700.0
90,1,84,23.18,200.0
89,1,84,23.18,41700.0
91,1,84,23.18,37700.0
94,1,85,23.32,8100.0
93,1,85,23.33,41600.0
95,1,86,23.4,34900.0
96,1,87,23.36,50300.0
97,1,89,23.33,49700.0
98,1,89,23.33,200.0
99,1,90,23.59,34900.0
100,1,90,23.58,9400.0
101,1,91,23.77,43800.0
102,1,92,23.87,42400.0
106,1,93,23.95,31900.0
104,1,93,23.94,41200.0
105,1,93,23.94,6100.0
103,1,93,23.96,44200.0
107,1,94,24.11,37700.0
108,1,97,23.79,44700.0
109,1,97,23.8,38800.0
110,1,98,23.98,40400.0
112,1,99,24.18,38000.0
111,1,99,24.16,49500.0
113,1,100,24.41,45100.0
114,1,101,24.28,33800.0
115,1,102,24.23,41600.0
117,1,104,24.52,15700.0
118,1,104,24.54,18500.0
116,1,104,24.52,32900.0
119,1,105,24.4,37300.0
120,1,106,24.31,45700.0
121,1,108,24.05,39900.0
122,1,110,24.19,47100.0
123,1,110,24.13,40400.0
124,1,112,24.15,45000.0
125,1,113,24.23,47100.0
126,1,115,24.24,41600.0
127,1,115,24.25,35100.0
128,1,115,24.24,12700.0
129,1,116,24.24,38300.0
130,1,116,24.24,3200.0
131,1,116,24.26,29800.0
132,1,117,24.02,45200.0
133,1,118,23.92,37800.0
134,1,119,23.8,36000.0
136,1,120,23.64,45100.0
138,1,120,23.66,37700.0
135,1,120,23.62,36200.0
137,1,120,23.64,5500.0
139,1,122,23.42,42700.0
140,1,124,23.35,44700.0
141,1,124,23.41,44300.0
142,1,125,23.44,49500.0
143,1,125,23.44,47600.0
144,1,126,23.27,44800.0
146,1,127,23.36,1800.0
145,1,127,23.35,48100.0
147,1,128,23.54,49600.0
148,1,129,23.43,36400.0
149,1,131,23.45,43500.0
150,1,131,23.49,38600.0
151,1,133,23.78,48200.0
152,1,133,23.75,48400.0
153,1,134,23.81,33900.0
154,1,134,23.81,41900.0
155,1,136,23.83,35600.0
156,1,140,24.33,33000.0
157,1,140,24.34,9700.0
158,1,142,24.27,36600.0
159,1,142,24.23,43400.0
160,1,144,24.23,43600.0
161,1,145,24.25,46500.0
162,1,146,24.22,44300.0
163,1,147,24.15,34000.0
164,1,147,24.15,15400.0
167,1,148,24.19,3100.0
165,1,148,24.14,38900.0
166,1,148,24.18,34100.0
168,1,149,24.13,42200.0
169,1,151,24.27,47400.0
170,1,151,24.23,35300.0
171,1,151,24.23,10500.0
172,1,152,24.46,38300.0
173,1,153,24.48,37100.0
174,1,154,24.72,33100.0
175,1,154,24.71,5400.0
176,1,155,24.74,44800.0
177,1,156,25.05,42100.0
178,1,157,25.0,35800.0
180,1,158,25.2,39200.0
179,1,158,25.16,35900.0
182,1,159,25.12,42600.0
181,1,159,25.12,42800.0
184,1,160,25.15,42800.0
183,1,160,25.15,40300.0
185,1,161,25.22,36200.0
186,1,161,25.28,46700.0
187,1,162,25.38,38400.0
188,1,163,25.52,36100.0
189,1,165,25.73,34800.0
190,1,165,25.71,5900.0
191,1,166,25.78,34600.0
192,1,167,25.74,39900.0
193,1,169,25.88,32100.0
194,1,169,25.83,40500.0
195,1,172,25.56,42100.0
196,1,174,25.74,39400.0
197,1,174,25.75,2000.0
198,1,176,25.87,39300.0
201,1,177,26.14,40900.0
200,1,177,26.14,33400.0
199,1,177,26.2,33200.0
202,1,179,26.39,30500.0
203,1,180,26.48,37600.0
204,1,181,26.42,41600.0
205,1,182,26.44,33000.0
206,1,184,26.18,33400.0
207,1,184,26.17,44500.0
208,1,186,26.35,35400.0
209,1,186,26.39,34600.0
211,1,187,26.12,10600.0
212,1,187,26.14,26300.0
210,1,187,26.12,34900.0
213,1,188,26.08,38000.0
214,1,189,26.26,34300.0
215,1,190,26.38,35600.0
216,1,190,26.34,37900.0
217,1,191,26.38,36100.0
218,1,192,26.34,34500.0
221,1,193,26.3,33800.0
220,1,193,26.29,2200.0
219,1,193,26.29,41100.0
222,1,195,26.29,40700.0
223,1,195,26.29,3800.0
224,1,196,26.3,39400.0
225,1,196,26.31,2700.0
226,1,198,26.56,34000.0
227,1,199,26.67,39800.0
