id,period,tick,price,quantity
228,1,199,26.67,34600.0
231,1,200,26.59,35700.0
229,1,200,26.59,35700.0
230,1,200,26.59,8100.0
232,1,201,26.72,40200.0
233,1,202,26.75,31200.0
234,1,203,26.9,44600.0
235,1,204,27.05,39700.0
236,1,205,27.18,33700.0
237,1,206,27.01,31100.0
238,1,207,26.87,42600.0
240,1,209,26.89,43400.0
239,1,209,26.83,40400.0
242,1,210,26.9,34100.0
241,1,210,26.88,34900.0
243,1,211,26.89,32200.0
244,1,211,26.9,36700.0
245,1,211,26.9,1300.0
246,1,212,26.64,41600.0
247,1,212,26.7,36200.0
248,1,213,26.91,41900.0
249,1,213,26.93,39600.0
250,1,214,26.95,31100.0
251,1,214,26.96,29800.0
252,1,215,27.04,31300.0
253,1,216,27.2,32500.0
254,1,216,27.21,3300.0
255,1,217,27.12,39000.0
256,1,219,27.19,34700.0
257,1,221,27.12,41300.0
258,1,221,27.15,30700.0
259,1,222,27.4,35900.0
260,1,223,27.33,34700.0
261,1,224,27.39,36700.0
262,1,224,27.4,2700.0
263,1,226,27.6,32900.0
264,1,228,27.82,37300.0
265,1,228,27.81,32000.0
266,1,229,27.86,28400.0
267,1,229,27.82,29100.0
268,1,233,27.65,32200.0
269,1,233,27.65,30900.0
270,1,234,27.6,30100.0
271,1,236,27.74,37800.0
272,1,236,27.69,32900.0
273,1,236,27.68,10000.0
274,1,238,27.54,37300.0
275,1,239,27.65,41500.0
277,1,241,27.66,3600.0
276,1,241,27.66,39300.0
278,1,242,27.7,43100.0
279,1,243,27.64,42000.0
280,1,244,27.8,38800.0
281,1,245,27.96,40800.0
282,1,245,27.9,41500.0
283,1,245,27.94,31100.0
284,1,245,27.96,3000.0
285,1,246,27.95,30200.0
286,1,246,27.96,31500.0
287,1,247,27.98,33900.0
289,1,248,27.98,1300.0
288,1,248,27.97,37900.0
290,1,249,28.16,40600.0
291,1,251,28.26,30500.0
292,1,251,28.26,38600.0
293,1,252,28.23,33700.0
294,1,252,28.27,31000.0
297,1,253,28.02,4700.0
298,1,253,27.97,38300.0
295,1,253,27.97,38100.0
296,1,253,28.02,29100.0
299,1,254,27.97,35600.0
300,1,256,27.79,29400.0
301,1,256,27.82,3500.0
302,1,257,27.68,32900.0
303,1,258,27.83,37700.0
304,1,260,27.65,31700.0
305,1,261,27.88,37400.0
307,1,262,27.8,30300.0
306,1,262,27.82,28700.0
308,1,263,27.82,29700.0
309,1,264,28.03,42700.0
310,1,265,27.96,42400.0
311,1,267,27.77,29300.0
312,1,268,27.84,35200.0
313,1,269,27.92,31400.0
314,1,269,27.98,38200.0
315,1,271,27.99,41300.0
316,1,272,27.95,30200.0
317,1,273,28.32,34400.0
318,1,273,28.29,32000.0
319,1,274,28.14,29800.0
323,1,275,28.26,900.0
321,1,275,28.27,3300.0
322,1,275,28.26,29200.0
320,1,275,28.27,29200.0
324,1,276,28.31,35000.0
325,1,276,28.27,37200.0
326,1,277,28.47,28600.0
327,1,277,28.5,35800.0
328,1,279,28.61,29000.0
329,1,282,29.14,30100.0
330,1,283,29.24,32000.0
331,1,283,29.24,36600.0
332,1,284,29.33,34700.0
333,1,284,29.31,29900.0
334,1,285,29.31,32300.0
335,1,286,29.35,27300.0
336,1,287,29.51,32100.0
337,1,287,29.45,30000.0
338,1,289,29.3,33500.0
339,1,290,29.16,27800.0
340,1,290,29.15,6400.0
343,1,291,28.96,4800.0
341,1,291,28.91,37400.0
342,1,291,28.96,32200.0
344,1,293,28.85,38300.0
345,1,294,28.92,33300.0
346,1,297,28.74,34700.0
347,1,297,28.78,35400.0
348,1,297,28.74,2800.0
349,1,298,28.71,32400.0
350,1,298,28.72,7300.0
